,brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
6246,Hyundai,3,39000,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
6247,Hyundai,14,40000,Individual,Petrol,Manual,17.92,1086,62.1,5,95000
6248,Maruti,4,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,810000
6250,Honda,5,19000,Dealer,Diesel,Manual,27.3,1498,98.6,5,490000
6251,Maruti,5,75000,Individual,Diesel,Manual,24.3,1248,88.5,5,825000
6252,Hyundai,5,48000,Dealer,Diesel,Manual,23.9,1582,126.2,5,650000
6253,Tata,3,40000,Individual,Diesel,Manual,27.28,1047,69.0,5,350000
6254,Maruti,6,103000,Individual,Diesel,Manual,28.09,1248,88.5,5,530000
6255,Honda,3,15797,Dealer,Diesel,Manual,25.5,1498,98.6,5,825000
6256,Ford,4,115000,Dealer,Diesel,Manual,23.0,1498,98.96,5,650000
6257,Tata,2,30000,Individual,Diesel,Manual,14.1,2179,153.86,7,1270000
6258,Maruti,3,31000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,849000
6259,Honda,8,47277,Dealer,Diesel,Manual,25.8,1498,98.6,5,399000
6260,Maruti,5,28963,Dealer,Diesel,Manual,28.09,1248,88.5,5,600000
6261,Maruti,4,31000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
6262,Maruti,16,29957,Dealer,Petrol,Manual,18.9,998,67.1,5,150000
6263,Maruti,5,44160,Dealer,Diesel,Manual,24.52,1248,88.5,7,670000
6264,Maruti,9,55000,Dealer,Diesel,Manual,19.3,1248,73.9,5,325000
6265,Honda,6,51000,Individual,Petrol,Automatic,19.0,1199,88.7,5,560000
6266,Maruti,5,23211,Dealer,Petrol,Manual,20.85,1197,83.14,5,535000
6267,Volkswagen,6,23569,Dealer,Petrol,Manual,16.2,1199,74.0,5,425000
6268,Ford,7,95000,Dealer,Diesel,Manual,22.7,1498,89.84,5,425000
6269,Renault,4,15000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
6270,Hyundai,5,37902,Dealer,Petrol,Manual,18.9,1197,82.0,5,450000
6271,Maruti,9,90000,Individual,Diesel,Manual,20.77,1248,88.8,7,520000
6272,Mahindra,12,120000,Individual,Diesel,Manual,12.05,2179,120.0,7,400000
6273,Hyundai,10,58519,Dealer,Petrol,Manual,19.81,1086,68.05,5,260000
6274,Hyundai,6,65000,Dealer,Diesel,Manual,19.67,1582,126.2,5,849000
6275,Mahindra,6,59706,Dealer,Diesel,Manual,15.1,2179,140.0,7,875000
6276,Hyundai,5,50000,Dealer,Diesel,Manual,21.19,1396,88.73,5,550000
6277,Ford,3,30000,Individual,Petrol,Manual,19.0,1194,94.68,5,630000
6278,Ford,4,11448,Individual,Petrol,Manual,17.0,1497,121.36,5,700000
6279,Honda,4,31031,Dealer,Diesel,Manual,25.5,1498,98.6,5,725000
6280,Hyundai,4,40813,Dealer,Petrol,Manual,18.9,1197,81.86,5,450000
6281,Maruti,9,37300,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
6282,Volkswagen,6,47000,Individual,Diesel,Manual,20.14,1498,88.8,5,450000
6283,Honda,13,46252,Dealer,Petrol,Manual,17.7,1497,78.0,5,225000
6284,Hyundai,2,35000,Individual,Diesel,Manual,24.0,1186,73.97,5,575000
6285,Maruti,3,5000,Individual,Petrol,Manual,24.7,796,47.3,5,300000
6286,Maruti,7,33000,Dealer,Petrol,Manual,19.1,1197,85.8,5,395000
6287,Hyundai,5,52000,Dealer,Diesel,Manual,22.54,1396,88.73,5,625000
6288,Honda,9,55000,Dealer,Petrol,Manual,16.8,1497,116.3,5,379000
6289,Maruti,9,76000,Dealer,Diesel,Manual,22.9,1248,74.0,5,425000
6290,Maruti,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,370000
6291,Ford,4,25000,Individual,Diesel,Manual,25.83,1498,99.0,5,615000
6292,Maruti,9,60000,Dealer,Diesel,Manual,19.3,1248,73.9,5,370000
6293,Maruti,3,34000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,725000
6294,Maruti,8,18000,Individual,Petrol,Manual,15.37,1196,73.0,7,225000
6295,Hyundai,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,190000
6296,Hyundai,5,64000,Individual,Diesel,Manual,22.54,1396,88.73,5,535000
6297,Ford,3,57350,Individual,Diesel,Manual,25.83,1498,99.0,5,659000
6298,Hyundai,9,46100,Dealer,Petrol,Manual,20.36,1197,78.9,5,270000
6299,Maruti,6,25000,Individual,Petrol,Manual,20.85,1197,83.14,5,460000
6300,Hyundai,6,30000,Individual,Diesel,Manual,24.0,1120,70.0,5,335000
6301,Maruti,9,21000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
6302,Maruti,2,30000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
6303,Maruti,3,25000,Individual,Petrol,Manual,24.7,796,47.3,5,255000
6304,Maruti,5,42000,Dealer,Diesel,Manual,24.52,1248,88.5,7,699000
6305,Maruti,10,120000,Individual,Petrol,Manual,18.9,998,67.1,5,192000
6306,Ford,7,61000,Dealer,Diesel,Manual,20.0,1399,68.05,5,420000
6307,Tata,2,17000,Individual,Diesel,Manual,21.5,1497,108.5,5,715000
6308,Maruti,15,64000,Dealer,Petrol,Manual,21.79,998,67.05,5,120000
6309,Hyundai,1,1500,Individual,Petrol,Manual,15.8,1591,121.3,5,955000
6310,Hyundai,2,15000,Individual,Petrol,Manual,15.8,1591,121.3,5,1200000
6311,Maruti,13,60000,Individual,Petrol,Manual,16.1,1298,88.2,5,190000
6312,Maruti,2,40000,Individual,Diesel,Manual,24.2,1498,93.87,7,950000
6313,Datsun,4,21696,Dealer,Petrol,Manual,22.7,799,53.64,5,290000
6314,Hyundai,13,25000,Individual,Petrol,Manual,17.92,1086,62.1,5,119000
6315,Hyundai,8,67000,Dealer,Diesel,Manual,14.59,1493,113.42,5,575000
6316,Hyundai,3,40000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1295000
6318,Hyundai,9,70000,Individual,Petrol,Manual,17.0,1197,80.0,5,300000
6319,Hyundai,4,58000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1175000
6320,Maruti,9,66100,Dealer,Diesel,Manual,22.9,1248,74.0,5,275000
6321,Ford,5,55000,Individual,Petrol,Manual,18.16,1196,86.8,5,460000
6322,Hyundai,8,90000,Dealer,Diesel,Manual,22.32,1582,126.3,5,530000
6323,Hyundai,4,41394,Dealer,Petrol,Manual,17.0,1197,80.0,5,640000
6324,Maruti,7,27027,Dealer,Petrol,Manual,23.1,998,67.04,5,370000
6325,Volkswagen,8,58000,Dealer,Diesel,Manual,22.07,1199,73.9,5,460000
6326,Maruti,9,76154,Dealer,Petrol,Manual,19.7,796,46.3,5,275000
6327,Tata,7,75875,Dealer,Diesel,Manual,14.0,2179,138.1,7,525000
6328,Maruti,15,120000,Individual,Petrol,Manual,18.9,998,67.1,5,80000
6329,Mahindra,3,5000,Dealer,Petrol,Manual,18.15,1198,82.0,6,419000
6330,Hyundai,11,50111,Dealer,Diesel,Manual,16.2,1493,110.0,5,199000
6331,Hyundai,9,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
6332,Maruti,6,49000,Dealer,Diesel,Manual,26.59,1248,74.0,5,470000
6333,Renault,3,10000,Individual,Petrol,Manual,23.01,999,67.0,5,380000
6334,Maruti,6,22000,Individual,Petrol,Manual,22.74,796,47.3,5,249000
6335,Toyota,2,30000,Individual,Petrol,Automatic,17.8,1496,105.5,5,950000
6336,Honda,12,57720,Dealer,Petrol,Manual,17.0,1497,118.0,5,280000
6337,Hyundai,2,30000,Individual,Petrol,Manual,18.6,1197,81.86,5,635000
6338,Tata,4,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,425000
6339,Maruti,5,40000,Individual,Petrol,Manual,20.85,1197,83.14,5,500000
6340,Hyundai,13,74000,Dealer,Petrol,Manual,17.92,1086,62.1,5,150000
6341,Ford,6,90000,Individual,Diesel,Manual,22.77,1498,98.59,5,565000
6342,Maruti,5,70000,Individual,Diesel,Manual,26.59,1248,74.0,5,570000
6343,Hyundai,12,57000,Individual,Petrol,Manual,19.81,1086,68.05,5,180000
6344,Maruti,4,62320,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000
6345,Maruti,6,45000,Dealer,Petrol,Manual,24.7,796,47.3,5,265000
6346,Tata,4,57000,Individual,Diesel,Manual,17.6,2179,153.86,7,1200000
6347,Maruti,4,80000,Individual,Diesel,Manual,27.39,1248,74.0,5,520000
6348,Hyundai,10,46541,Dealer,Petrol,Manual,17.43,1396,105.5,5,169000
6349,Hyundai,9,56468,Dealer,Petrol,Manual,20.36,1197,78.9,5,268000
6350,Volkswagen,5,34000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,650000
6351,Honda,2,2000,Individual,Petrol,Manual,19.5,1199,88.76,5,650000
6352,Hyundai,6,15000,Individual,LPG,Manual,19.2,1086,68.05,5,420000
6354,Maruti,10,80000,Individual,Petrol,Manual,17.5,1197,85.8,5,221000
6355,Hyundai,12,70521,Dealer,LPG,Manual,13.45,1086,62.1,5,175000
6356,Honda,5,55000,Dealer,Petrol,Manual,17.8,1497,117.3,5,624000
6357,Maruti,2,10000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,850000
6358,Hyundai,11,50000,Individual,Petrol,Manual,18.5,1197,80.0,5,245000
6359,Honda,5,103000,Dealer,Diesel,Manual,25.8,1498,98.6,5,525000
6360,Hyundai,3,40000,Individual,Diesel,Manual,21.19,1396,88.76,5,630000
6361,Hyundai,6,90000,Individual,Diesel,Manual,21.38,1396,88.7,5,750000
6362,Mahindra,8,80000,Individual,Diesel,Manual,15.1,2179,140.0,7,700000
6363,Maruti,4,28000,Dealer,Petrol,Manual,24.7,796,47.3,5,340000
6364,Ford,4,83000,Dealer,Diesel,Manual,24.4,1499,98.96,5,650000
6365,Mahindra,5,80000,Individual,Diesel,Manual,16.0,2179,140.0,7,1090000
6366,Mahindra,5,32000,Individual,Petrol,Manual,18.15,1198,82.0,6,385000
6368,Hyundai,5,16000,Dealer,Diesel,Manual,19.67,1582,126.2,5,851000
6369,Maruti,9,106600,Individual,Petrol,Manual,18.6,1197,85.8,5,300000
6370,Maruti,6,89000,Dealer,Diesel,Manual,25.2,1248,74.0,5,565000
6371,Hyundai,3,7245,Dealer,Petrol,Manual,18.9,1197,81.86,5,425000
6372,Datsun,3,9600,Individual,Petrol,Manual,19.83,1198,67.0,7,650000
6374,Maruti,5,29289,Dealer,Petrol,Manual,22.74,796,47.3,5,239000
6375,Maruti,2,27000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000
6377,Hyundai,12,59000,Dealer,Diesel,Manual,24.0,1120,70.0,5,210000
6378,Hyundai,2,20000,Individual,Petrol,Manual,20.3,1086,68.0,5,480000
6379,Datsun,3,50000,Individual,Petrol,Manual,22.7,799,53.64,5,250000
6381,Hyundai,2,36000,Dealer,Petrol,Manual,18.9,1197,81.86,5,525000
6382,Volkswagen,2,12600,Dealer,Petrol,Manual,16.2,1199,74.0,5,625000
6383,Maruti,6,120000,Individual,Diesel,Manual,26.59,1248,74.0,5,450000
6384,Maruti,5,130130,Dealer,Diesel,Manual,25.2,1248,74.0,5,400000
6385,Renault,8,120000,Individual,Diesel,Manual,20.45,1461,83.8,5,340000
6386,Datsun,4,9500,Individual,Petrol,Manual,22.7,799,53.0,5,300000
6387,Maruti,4,70000,Individual,Diesel,Manual,26.59,1248,74.0,5,590000
6388,Tata,6,120000,Individual,Diesel,Manual,14.0,2179,138.1,7,620000
6389,Maruti,1,8001,Dealer,Petrol,Manual,15.37,1196,73.0,5,425000
6390,Maruti,7,79000,Dealer,Diesel,Manual,20.77,1248,88.8,7,610000
6391,Mahindra,6,60000,Individual,Diesel,Manual,15.1,2179,140.0,7,660000
6392,Maruti,4,48148,Dealer,Petrol,Manual,18.6,1197,85.8,5,520000
6393,Maruti,11,25000,Individual,Petrol,Manual,18.9,998,67.1,5,190000
6394,Honda,5,41200,Dealer,Petrol,Manual,18.6,1199,88.76,5,349000
6395,Maruti,5,5000,Individual,Petrol,Manual,15.37,1196,73.0,5,308000
6396,Honda,5,34000,Dealer,Diesel,Manual,25.1,1498,98.6,5,629000
6397,Maruti,6,57000,Dealer,Diesel,Manual,26.59,1248,74.0,5,525000
6398,Maruti,4,34000,Dealer,Petrol,Manual,20.73,1373,91.1,5,795000
6399,Hyundai,7,72536,Dealer,Petrol,Manual,17.0,1197,80.0,5,480000
6400,Maruti,6,15000,Individual,Petrol,Manual,20.73,1373,91.1,5,610000
6401,Maruti,6,30000,Individual,Petrol,Manual,20.85,1197,83.14,5,420000
6402,Volkswagen,8,44000,Dealer,Diesel,Manual,20.54,1598,103.6,5,365000
6404,Hyundai,5,24000,Dealer,Petrol,Manual,15.29,1591,121.3,5,750000
6405,Maruti,9,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,350000
6406,Hyundai,9,38452,Dealer,Petrol,Manual,20.36,1197,78.9,5,219000
6407,Hyundai,8,34000,Dealer,Diesel,Manual,21.9,1396,88.76,5,325000
6408,Maruti,9,66001,Dealer,Diesel,Manual,22.9,1248,74.0,5,275000
6409,Maruti,13,28640,Individual,Petrol,Manual,18.9,998,67.1,5,166000
6410,Mahindra,3,30000,Individual,Diesel,Manual,16.5,1493,70.0,7,750000
6411,Maruti,5,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,575000
6412,Ford,3,36000,Dealer,Diesel,Manual,23.0,1498,98.96,5,825000
6413,Hyundai,10,66692,Dealer,Petrol,Manual,17.0,1197,80.0,5,310000
6414,Maruti,5,8230,Dealer,Petrol,Manual,20.92,998,67.1,5,270000
6415,Renault,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,244000
6416,Maruti,7,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,440000
6417,Hyundai,6,66500,Dealer,Diesel,Manual,19.67,1582,126.2,5,750000
6418,Ford,3,30000,Individual,Petrol,Manual,19.0,1194,94.68,5,630000
6419,Maruti,4,7000,Individual,Petrol,Manual,23.95,998,67.05,5,300000
6420,Maruti,9,60000,Individual,CNG,Manual,26.2,998,58.2,5,215000
6421,Maruti,9,25000,Individual,Petrol,Manual,19.1,1197,85.8,5,540000
6422,Mahindra,1,2000,Individual,Diesel,Manual,20.0,1497,115.0,5,800000
6423,Maruti,8,58000,Individual,Diesel,Manual,23.4,1248,74.0,5,420000
6424,Maruti,4,38963,Dealer,Petrol,Manual,21.63,998,67.04,5,425000
6425,Datsun,6,30000,Individual,Petrol,Manual,20.63,1198,67.0,5,276000
6426,Ford,3,63001,Dealer,Diesel,Manual,23.8,1499,98.97,5,600000
6427,Maruti,7,57351,Dealer,Diesel,Manual,22.9,1248,74.0,5,450000
6428,Skoda,8,69000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,649000
6429,Maruti,3,9450,Dealer,Petrol,Automatic,20.51,998,67.0,5,412000
6430,Mahindra,5,20000,Individual,Diesel,Manual,15.4,1997,120.0,7,879000
6431,Maruti,5,78051,Dealer,Petrol,Manual,20.85,1197,83.14,5,625000
6432,Hyundai,2,19000,Dealer,Petrol,Manual,13.0,1591,121.3,5,1075000
6433,Honda,7,46000,Individual,Petrol,Manual,18.0,1198,86.7,5,480000
6434,Maruti,9,90000,Individual,Diesel,Manual,20.77,1248,88.76,7,450000
6435,Hyundai,10,70000,Dealer,Diesel,Manual,21.9,1396,90.0,5,200000
6436,Maruti,5,35887,Dealer,Petrol,Automatic,23.1,998,67.04,5,390000
6437,Honda,11,68000,Dealer,Petrol,Manual,16.0,1198,90.0,5,230000
6438,Maruti,7,32000,Dealer,Petrol,Manual,23.1,998,67.04,5,425000
6439,Volkswagen,7,59000,Dealer,Diesel,Manual,20.14,1498,88.5,5,490000
6440,Hyundai,3,33000,Dealer,Diesel,Manual,22.0,1582,126.2,5,1090000
6441,Maruti,9,12000,Dealer,Petrol,Manual,18.9,998,67.1,5,265000
6442,Renault,4,70000,Individual,Petrol,Manual,23.01,999,67.0,5,345000
6443,Honda,6,35000,Dealer,Petrol,Manual,17.4,1497,117.6,5,600000
6444,Maruti,7,40000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
6446,Volkswagen,6,43000,Individual,Petrol,Manual,15.04,1598,103.2,5,489000
6447,Hyundai,3,30000,Individual,Petrol,Manual,18.9,1197,81.86,5,525000
6448,Datsun,3,9605,Individual,Petrol,Manual,19.83,1198,67.0,7,530000
6449,Honda,15,82000,Individual,Petrol,Manual,13.5,1799,130.0,5,89000
6450,Ford,7,78409,Dealer,Petrol,Automatic,16.5,1499,110.0,5,560000
6451,Tata,2,25000,Individual,Diesel,Manual,21.5,1497,108.5,5,750000
6452,Hyundai,11,80000,Individual,Petrol,Manual,20.36,1197,78.9,5,160000
6453,Honda,4,80000,Individual,Petrol,Manual,17.8,1198,86.7,5,440000
6454,Maruti,3,33100,Individual,Petrol,Manual,21.4,1197,83.1,5,515000
6455,Hyundai,10,50000,Individual,Petrol,Automatic,15.74,1591,121.3,5,450000
6456,Maruti,2,5000,Dealer,Petrol,Manual,23.95,998,67.05,5,420000
6458,Hyundai,4,15000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,550000
6459,Ford,5,37000,Individual,Petrol,Manual,18.16,1196,86.8,5,380000
6460,Hyundai,12,34402,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
6461,Maruti,14,42125,Dealer,LPG,Manual,17.3,1061,57.5,5,120000
6462,Renault,3,21400,Individual,Petrol,Manual,23.01,999,67.0,5,365000
6463,Hyundai,4,30000,Dealer,Petrol,Automatic,18.9,1197,81.86,5,575000
6464,Honda,3,36951,Dealer,Diesel,Manual,24.7,1498,98.63,5,780000
6465,Maruti,5,50000,Dealer,Diesel,Manual,19.3,1248,73.9,5,525000
6466,Hyundai,5,50000,Individual,Diesel,Manual,19.67,1582,126.2,5,750000
6467,Hyundai,6,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,325000
6468,Renault,6,32000,Dealer,Petrol,Manual,20.71,799,53.26,5,245000
6469,Honda,7,100000,Individual,Petrol,Manual,17.4,1497,117.3,5,600000
6470,Datsun,4,44000,Dealer,Petrol,Manual,19.02,1198,67.05,5,255000
6471,Hyundai,6,64907,Dealer,Diesel,Manual,19.67,1582,126.2,5,800000
6472,Honda,6,66983,Dealer,Petrol,Manual,17.4,1497,117.3,5,550000
6473,Ford,10,38256,Dealer,Petrol,Manual,15.6,1196,70.0,5,220000
6475,Renault,2,5000,Individual,Petrol,Manual,25.17,799,53.3,5,375000
6476,Hyundai,4,23228,Dealer,Petrol,Manual,17.43,1396,105.5,5,625000
6477,Maruti,10,16300,Individual,Petrol,Manual,19.7,796,46.3,5,168000
6478,Skoda,4,50000,Individual,Diesel,Manual,21.13,1498,108.6,5,850000
6479,Maruti,6,7830,Individual,Petrol,Manual,20.51,998,67.04,5,354000
6480,Mahindra,2,18000,Individual,Diesel,Manual,17.3,1497,121.0,7,1025000
6481,Maruti,2,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,755000
6482,Honda,11,50000,Individual,Petrol,Automatic,16.8,1497,118.0,5,310000
6483,Hyundai,5,65000,Dealer,Petrol,Manual,17.19,1197,81.86,5,545000
6486,Maruti,5,60000,Individual,Petrol,Manual,23.95,998,67.05,5,270000
6487,Honda,6,35000,Dealer,Petrol,Manual,17.8,1497,117.3,5,570000
6488,Maruti,14,53000,Individual,Petrol,Manual,18.9,1061,67.0,5,121000
6489,Hyundai,8,33135,Dealer,Petrol,Manual,18.5,1197,80.0,5,325000
6490,Maruti,11,7000,Individual,Petrol,Manual,15.37,1196,73.0,7,230000
6491,Maruti,13,110000,Individual,Petrol,Manual,19.7,796,46.3,5,85000
6492,Honda,5,55555,Dealer,Petrol,Manual,17.0,1497,118.0,5,590000
6493,Hyundai,3,48000,Dealer,Diesel,Manual,24.0,1186,73.97,5,625000
6494,Maruti,2,15000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
6495,Maruti,11,29000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
6496,Hyundai,6,42715,Dealer,Petrol,Manual,18.9,1197,82.0,5,410000
6497,Maruti,4,67238,Dealer,Diesel,Manual,28.09,1248,88.5,5,675000
6498,Hyundai,5,100000,Individual,Diesel,Manual,22.54,1396,88.73,5,550000
6499,Mahindra,4,35000,Individual,Petrol,Manual,18.15,1198,82.0,6,450000
6500,Ford,7,65238,Dealer,Diesel,Manual,22.7,1498,89.84,5,600000
6501,Maruti,5,37000,Dealer,Petrol,Automatic,19.12,1373,91.1,5,550000
6502,Hyundai,6,25000,Dealer,Diesel,Manual,22.54,1396,88.73,5,525000
6503,Renault,4,17000,Dealer,Petrol,Manual,25.17,799,53.3,5,300000
6504,Ford,9,115000,Dealer,Diesel,Manual,20.0,1399,68.0,5,350000
6505,Maruti,5,35000,Individual,Diesel,Manual,26.59,1248,74.0,5,600000
6506,Mahindra,3,6345,Dealer,Diesel,Manual,16.36,2179,140.0,7,1425000
6507,Hyundai,6,60000,Individual,Petrol,Manual,18.6,1197,81.83,5,500000
6508,Hyundai,9,74357,Dealer,Petrol,Manual,17.0,1197,80.0,5,470000
6509,Hyundai,3,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,600000
6510,Mahindra,5,65000,Dealer,Diesel,Manual,25.32,1198,77.0,6,345000
6511,Maruti,4,100000,Individual,Diesel,Manual,28.4,1248,74.0,5,580000
6512,Volkswagen,8,23000,Dealer,Petrol,Manual,16.47,1198,73.9,5,350000
6513,Tata,3,47000,Individual,Diesel,Manual,21.5,1497,108.5,5,680000
6514,Hyundai,5,27000,Dealer,Petrol,Manual,17.43,1396,105.5,5,550000
6515,Ford,3,18000,Dealer,Diesel,Manual,23.0,1498,98.96,5,1050000
6516,Tata,1,5000,Individual,Petrol,Manual,17.0,1198,108.5,5,750000
6517,Ford,7,54000,Dealer,Diesel,Manual,22.7,1498,89.84,5,520000
6518,Renault,4,51430,Dealer,Diesel,Manual,19.87,1461,83.8,5,625000
6519,Honda,4,36000,Dealer,Petrol,Manual,17.5,1199,88.7,5,625000
6520,Hyundai,5,60000,Dealer,Petrol,Manual,18.6,1197,81.83,5,515000
6521,Hyundai,9,35000,Dealer,Petrol,Manual,20.36,1197,78.9,5,245000
6522,Honda,2,9000,Dealer,Petrol,Automatic,18.0,1497,117.6,5,1150000
6523,Hyundai,1,3800,Individual,Petrol,Manual,20.7,1197,81.86,5,600000
6524,Maruti,4,40000,Individual,CNG,Manual,26.6,998,58.16,5,330000
6525,Renault,4,20914,Dealer,Petrol,Manual,23.01,999,67.0,5,340000
6526,Maruti,3,45455,Dealer,Petrol,Manual,18.9,998,67.1,5,425000
6527,Honda,3,70000,Individual,Petrol,Automatic,18.1,1199,88.7,5,620000
6528,Maruti,3,20000,Individual,Petrol,Manual,20.89,1197,81.8,5,570000
6529,Maruti,14,46000,Individual,Petrol,Manual,19.7,796,46.3,5,110000
6530,Honda,8,15000,Individual,Petrol,Manual,16.8,1497,116.3,5,470000
6531,Hyundai,5,20000,Dealer,Petrol,Manual,17.19,1197,81.86,5,540000
6532,Hyundai,2,28600,Individual,Diesel,Manual,23.7,1396,88.7,5,1050000
6533,Maruti,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
6535,Maruti,2,30000,Individual,Petrol,Automatic,20.28,1462,103.25,5,960000
6536,Maruti,6,90000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
6537,Maruti,2,15000,Individual,Diesel,Manual,28.4,1248,74.02,5,757000
6538,Hyundai,5,30000,Individual,Petrol,Manual,19.81,1086,68.05,5,325000
6539,Honda,6,45000,Dealer,Diesel,Manual,25.1,1498,98.6,5,575000
6540,Tata,4,50000,Individual,Petrol,Manual,23.84,1199,84.0,5,400000
6541,Datsun,5,13000,Dealer,Petrol,Manual,22.7,799,53.64,5,285000
6542,Volkswagen,6,40346,Dealer,Petrol,Manual,16.47,1198,74.0,5,400000
6543,Skoda,6,40000,Dealer,Petrol,Manual,13.1,1798,157.75,5,895000
6544,Ford,2,18500,Individual,Petrol,Manual,17.0,1497,121.31,5,950000
6545,Maruti,5,18000,Dealer,Petrol,Manual,20.73,1373,91.1,5,525000
6546,Maruti,10,70000,Individual,Petrol,Manual,16.1,1197,85.0,5,240000
6547,Hyundai,5,62000,Dealer,Petrol,Manual,18.6,1197,81.83,5,500000
6548,Hyundai,4,18000,Individual,Petrol,Manual,18.9,1197,81.86,5,460000
6549,Maruti,5,63554,Dealer,Petrol,Manual,20.51,998,67.04,5,350000
6550,Hyundai,14,55756,Dealer,Petrol,Manual,19.81,1086,68.05,5,200000
6551,Tata,2,21860,Dealer,Petrol,Manual,23.84,1199,84.48,5,425000
6552,Tata,3,20000,Individual,Petrol,Manual,23.84,1199,84.0,5,440000
6553,Maruti,3,40000,Individual,Diesel,Manual,28.4,1248,74.02,5,740000
6554,Hyundai,10,17728,Individual,Petrol,Manual,18.5,1197,80.0,5,215000
6555,Maruti,7,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5,475000
6556,Ford,10,54263,Dealer,Diesel,Manual,20.0,1399,68.0,5,225000
6557,Mahindra,9,130000,Dealer,Diesel,Manual,15.1,2179,140.0,7,850000
6558,Hyundai,13,89346,Individual,Petrol,Manual,17.92,1086,63.0,5,100000
6559,Maruti,2,40000,Individual,Diesel,Manual,24.3,1248,88.5,5,900000
6560,Maruti,5,110000,Individual,Diesel,Manual,25.2,1248,74.0,5,500000
6561,Tata,3,4200,Individual,Petrol,Manual,17.0,1198,108.5,5,755000
6562,Maruti,6,40000,Dealer,Petrol,Manual,23.95,998,67.05,5,325000
6563,Maruti,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,425000
6564,Tata,4,50000,Individual,Diesel,Manual,14.1,2179,147.94,7,890000
6565,Tata,14,80000,Individual,Petrol,Manual,12.0,2092,127.0,7,70000
6566,Hyundai,8,36000,Dealer,Petrol,Manual,18.5,1197,82.9,5,324000
6567,Maruti,10,29000,Dealer,Petrol,Manual,19.7,796,46.3,5,180000
6568,Maruti,4,90000,Individual,Petrol,Manual,22.0,1197,81.8,5,450000
6569,Maruti,3,18000,Dealer,Petrol,Manual,20.85,1197,83.14,5,650000
6571,Hyundai,3,32000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1199000
6572,Maruti,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,322000
6573,Maruti,3,64000,Individual,Diesel,Manual,24.3,1248,88.5,5,790000
6574,Mahindra,5,36000,Individual,Petrol,Manual,18.15,1198,82.0,5,400000
6575,Maruti,3,30000,Individual,Petrol,Manual,22.0,1197,81.8,5,550000
6576,Maruti,3,25000,Individual,Petrol,Manual,21.4,1197,83.1,5,700000
6577,Mahindra,2,11840,Individual,Petrol,Manual,17.0,1197,110.0,5,1190000
6578,Honda,1,5000,Individual,Petrol,Manual,17.5,1199,88.7,5,925000
6579,Maruti,8,38600,Dealer,Petrol,Manual,20.92,998,67.1,5,229000
6580,Hyundai,5,20234,Trustmark Dealer,Petrol,Manual,15.8,1591,121.3,5,925000
6581,Mahindra,6,80000,Individual,Diesel,Manual,15.4,1997,120.0,7,900000
6582,Hyundai,6,85000,Individual,Diesel,Manual,19.67,1582,126.2,5,860000
6583,Maruti,11,20000,Individual,Petrol,Manual,18.9,998,67.1,5,350000
6584,Maruti,6,100000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000
6585,Maruti,6,26000,Individual,Petrol,Manual,20.85,1197,83.14,5,475000
6587,Renault,2,30000,Individual,Petrol,Manual,23.01,999,67.0,5,350000
6588,Honda,7,30000,Individual,Petrol,Manual,17.4,1497,117.3,5,625000
