,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
6362,Hyundai,i20,5,81984,Dealer,Diesel,Manual,23.0,1396,90.0,5,650000
6363,Volkswagen,Polo,11,39800,Individual,Petrol,Manual,16.47,1198,73.9,5,265000
6364,Volkswagen,Polo,8,72986,Dealer,Diesel,Manual,22.07,1199,73.9,5,500000
6365,Tata,Nexon,2,30000,Individual,Petrol,Manual,17.0,1198,108.5,5,650000
6366,Mahindra,Scorpio,17,120000,Individual,Diesel,Manual,10.5,2179,120.0,7,145000
6367,Hyundai,i20,4,27550,Dealer,Diesel,Manual,22.54,1396,88.73,5,783000
6368,Volkswagen,Polo,10,120000,Individual,Petrol,Manual,16.47,1198,73.9,5,300000
6369,Hyundai,Grand,7,84566,Dealer,Diesel,Manual,24.0,1186,73.97,5,360000
6370,Honda,CR-V,17,60000,Dealer,Petrol,Automatic,13.1,1997,141.1,5,525000
6371,Maruti,Swift,6,73255,Dealer,Diesel,Manual,25.2,1248,74.0,5,556000
6372,Maruti,Alto,7,60000,Individual,Petrol,Manual,22.74,796,47.3,5,250000
6373,Honda,City,10,80000,Individual,Petrol,Manual,17.0,1497,118.0,5,350000
6374,Maruti,Alto,3,14709,Dealer,Petrol,Manual,24.7,796,47.3,5,380000
6375,Ford,Aspire,4,27000,Individual,Petrol,Manual,18.16,1196,86.8,5,540000
6376,Toyota,Fortuner,4,76000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2750000
6377,Maruti,Alto,5,25000,Individual,Petrol,Manual,22.74,796,47.3,5,220000
6378,Tata,Tigor,2,60000,Individual,Diesel,Manual,24.7,1047,69.0,5,700000
6379,BMW,X1,3,12000,Dealer,Diesel,Automatic,20.68,1995,188.0,5,3300000
6380,Maruti,Wagon R,14,89000,Dealer,Petrol,Manual,18.9,998,67.1,5,185000
6381,Maruti,Ciaz,3,9000,Individual,Diesel,Manual,26.82,1498,93.87,5,950000
6382,Ford,Figo,11,87884,Dealer,Petrol,Manual,15.6,1196,70.0,5,180000
6383,Datsun,RediGO,3,15000,Individual,Petrol,Manual,22.5,999,68.0,5,365000
6384,Maruti,Ciaz,4,83000,Dealer,Diesel,Manual,26.32,1498,93.87,5,745000
6385,Ford,Freestyle,2,16000,Individual,Petrol,Manual,18.5,1194,94.93,5,700000
6386,Hyundai,Grand,5,30000,Individual,Petrol,Manual,18.9,1197,82.0,5,420000
6387,Hyundai,Verna,9,67630,Dealer,Diesel,Automatic,19.08,1582,126.32,5,675000
6388,Volkswagen,Polo,6,44070,Dealer,Petrol,Automatic,17.2,1197,103.6,5,725000
6389,Maruti,Alto,7,10595,Dealer,Petrol,Automatic,23.95,998,67.05,5,325000
6390,Maruti,Alto,17,70000,Individual,Petrol,Manual,19.7,796,46.3,5,100000
6391,Jaguar,XF,7,69000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2100000
6392,Hyundai,i10,7,36000,Dealer,Petrol,Manual,20.36,1197,78.9,5,345000
6393,Mahindra,Bolero,7,120000,Individual,Diesel,Manual,15.96,2523,62.1,9,500000
6394,Mahindra,Bolero,8,90000,Individual,Diesel,Manual,15.96,2523,62.1,7,460000
6395,Maruti,Alto,14,76366,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
6396,Maruti,Ignis,4,15000,Individual,Petrol,Manual,20.89,1197,81.8,5,450000
6397,Maruti,Ertiga,6,44000,Dealer,Diesel,Manual,20.77,1248,88.76,7,775000
6398,Volkswagen,Vento,2,1500,Individual,Diesel,Manual,22.27,1498,108.6,5,975000
6399,Ford,Figo,8,30000,Individual,Petrol,Manual,15.6,1196,70.0,5,325000
6400,Maruti,Ciaz,2,12000,Individual,Petrol,Manual,21.56,1462,103.25,5,990000
6401,Renault,KWID,3,41000,Dealer,Petrol,Manual,23.01,999,67.0,5,395000
6402,Maruti,Ciaz,2,1750,Trustmark Dealer,Petrol,Manual,20.65,1462,103.25,5,990000
6403,Renault,KWID,3,40000,Individual,Petrol,Automatic,24.04,999,67.0,5,350000
6404,Honda,Jazz,2,5000,Individual,Petrol,Manual,18.2,1199,88.7,5,650000
6405,Toyota,Fortuner,7,124998,Dealer,Diesel,Manual,11.5,2982,171.0,7,1800000
6406,Volvo,S90,4,40000,Dealer,Diesel,Automatic,18.0,1969,190.0,5,3850000
6407,Honda,City,5,45000,Individual,Petrol,Manual,17.8,1497,117.3,5,800000
6408,Maruti,Ertiga,9,76000,Dealer,Diesel,Manual,25.47,1248,88.5,7,625000
6409,Toyota,Innova,11,92626,Dealer,Petrol,Manual,12.4,1998,132.0,8,440000
6410,Volkswagen,Polo,2,47000,Individual,Diesel,Manual,20.14,1498,88.5,5,750000
6411,Hyundai,i20,8,47000,Dealer,Petrol,Manual,17.0,1197,80.0,5,475000
6412,Volvo,XC60,9,99000,Dealer,Diesel,Automatic,14.7,1985,163.0,5,1600000
6413,Maruti,Ertiga,5,50000,Individual,Diesel,Manual,24.52,1248,88.5,7,700000
6414,Hyundai,Santro,1,3000,Individual,Petrol,Manual,20.3,1086,68.07,5,380000
6415,Honda,Amaze,5,25000,Individual,Petrol,Manual,17.8,1198,86.7,5,750000
6416,BMW,5,4,20000,Individual,Diesel,Automatic,18.59,2993,261.49,5,5350000
6417,Mahindra,Marazzo,1,8000,Individual,Diesel,Manual,17.3,1497,121.0,7,950000
6418,Maruti,Baleno,3,4000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,650000
6419,Hyundai,Creta,5,112000,Individual,Diesel,Manual,19.67,1582,126.2,5,1050000
6420,Maruti,Baleno,4,50898,Dealer,Petrol,Manual,21.01,1197,81.8,5,600000
6421,Volkswagen,Polo,4,41000,Dealer,Diesel,Manual,20.14,1498,88.7,5,630000
6422,Maruti,Swift Dzire,9,40000,Individual,Diesel,Manual,19.3,1248,73.9,5,460000
6423,Maruti,Baleno,3,25000,Individual,Petrol,Automatic,21.4,1197,83.1,5,800000
6424,Hyundai,i10,10,63000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
6425,Maruti,Alto,2,25000,Individual,Petrol,Automatic,23.95,998,67.05,5,431000
6426,Land Rover,Rover,5,64000,Dealer,Diesel,Automatic,12.51,2179,187.7,7,3290000
6427,Hyundai,i20,3,35575,Dealer,Diesel,Manual,22.54,1396,88.73,5,710000
6428,Mahindra,Bolero,9,60000,Individual,Diesel,Manual,15.96,2523,63.0,9,500000
6429,Maruti,Alto,4,23000,Dealer,Petrol,Manual,24.7,796,47.3,5,285000
6430,Hyundai,i20,3,21000,Dealer,Petrol,Manual,18.6,1197,81.86,5,795000
6431,Maruti,Swift,7,24000,Individual,Diesel,Manual,25.2,1248,74.0,5,600000
6432,Mahindra,Bolero,7,80000,Dealer,Diesel,Manual,15.96,2523,62.1,7,550000
6433,Hyundai,Creta,3,31500,Dealer,Petrol,Manual,15.8,1591,121.3,5,1275000
6434,Maruti,Swift Dzire,6,110000,Individual,Diesel,Manual,26.59,1248,74.0,5,440000
6435,Maruti,Swift Dzire,8,74581,Dealer,Diesel,Manual,23.4,1248,74.0,5,550000
6436,Ford,Ecosport,2,42000,Dealer,Diesel,Manual,23.0,1498,98.96,5,1021000
6437,Mahindra,Bolero,8,293000,Individual,Diesel,Manual,15.96,2523,62.1,9,405000
6438,Maruti,Alto,2,6944,Dealer,Petrol,Manual,23.95,998,67.05,5,465000
6439,Volkswagen,Vento,7,54187,Dealer,Diesel,Manual,20.34,1498,103.2,5,649000
6440,Volkswagen,Polo,5,60000,Individual,Petrol,Manual,16.2,1199,74.0,5,485000
6441,Maruti,Alto,3,30000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
6442,Hyundai,Grand,7,56000,Dealer,Diesel,Manual,24.0,1120,70.0,5,460000
6443,Toyota,Innova,4,62000,Individual,Diesel,Manual,13.68,2393,147.8,7,1850000
6444,Maruti,Ciaz,3,28500,Dealer,Diesel,Manual,28.09,1248,88.5,5,925000
6445,Volkswagen,Polo,3,75000,Dealer,Diesel,Manual,20.14,1498,88.0,5,655000
6446,Maruti,Alto,8,52000,Dealer,Petrol,Manual,20.92,998,67.1,5,260000
6447,Tata,Tigor,3,25000,Individual,Petrol,Manual,20.3,1199,84.0,5,535000
6448,Land Rover,Rover,4,45000,Dealer,Diesel,Automatic,15.68,1999,177.0,5,4350000
6449,Toyota,Innova,10,169000,Dealer,Diesel,Manual,12.8,2494,102.0,8,850000
6450,Maruti,Wagon R,7,48000,Dealer,Petrol,Manual,18.9,998,67.1,5,320000
6451,Ford,Ecosport,4,60000,Dealer,Diesel,Manual,21.7,1498,98.96,5,650000
6452,Hyundai,Verna,3,58000,Dealer,Diesel,Automatic,19.08,1582,126.2,5,1125000
6453,Hyundai,i10,5,28300,Dealer,Petrol,Manual,20.36,1197,78.9,5,468000
6454,Mahindra,Scorpio,5,86613,Dealer,Diesel,Manual,15.4,2179,120.0,7,1275000
6455,Hyundai,Verna,6,90000,Dealer,Diesel,Manual,22.32,1582,126.32,5,685000
6456,Ford,Endeavour,4,33000,Individual,Diesel,Automatic,10.91,3198,197.0,7,2500000
6457,Maruti,Baleno,4,32000,Dealer,Petrol,Manual,21.01,1197,81.8,5,700000
6458,Maruti,Dzire VXI,3,1902,Dealer,Petrol,Automatic,24.12,1197,88.5,5,755000
6459,Hyundai,i20,11,90000,Individual,Petrol,Manual,17.0,1197,80.0,5,320000
6460,Hyundai,i20,2,40000,Individual,Diesel,Manual,22.54,1396,88.76,5,700000
6461,Maruti,Alto,13,40000,Individual,Petrol,Manual,19.7,796,46.3,5,140000
6462,Toyota,Innova,11,333000,Individual,Diesel,Manual,12.8,2494,102.0,7,415000
6463,Maruti,Celerio,4,33000,Dealer,Petrol,Manual,23.1,998,67.04,5,460000
6464,Maruti,Alto,7,62338,Dealer,Petrol,Manual,23.95,998,67.05,5,290000
6465,Hyundai,i10,10,66084,Dealer,Petrol,Manual,20.36,1197,78.9,5,343000
6466,Volkswagen,Vento,9,79349,Dealer,Diesel,Manual,20.54,1598,103.6,5,530000
6467,Hyundai,i10,8,82000,Individual,Petrol,Manual,20.36,1197,78.9,5,300000
6468,Honda,City,5,25000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,790000
6469,Maruti,Ciaz,2,1700,Dealer,Petrol,Manual,21.56,1462,103.25,5,990000
6470,Hyundai,i20,4,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,700000
6471,Honda,City,13,60000,Individual,Petrol,Manual,17.0,1497,118.0,5,360000
6472,Maruti,Wagon R,12,78000,Dealer,LPG,Manual,26.2,998,58.2,5,175000
6473,Honda,City,5,51300,Dealer,Diesel,Manual,26.0,1498,98.6,5,880000
6474,Maruti,Vitara,4,34000,Dealer,Diesel,Manual,24.3,1248,88.5,5,899000
6475,Honda,Amaze,5,7500,Individual,Petrol,Manual,18.0,1198,86.7,5,650000
6476,Hyundai,i10,12,70582,Individual,Petrol,Manual,19.81,1086,68.05,5,310000
6477,Hyundai,Santro,10,59081,Dealer,Petrol,Manual,17.92,1086,62.1,5,285000
6478,Ford,Figo,8,125000,Individual,Diesel,Manual,20.0,1399,68.1,5,350000
6479,Skoda,Octavia,7,65000,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1250000
6480,Tata,Tiago,3,36840,Dealer,Petrol,Manual,23.84,1199,84.0,5,425000
6481,Volkswagen,Polo,1,18489,Dealer,Petrol,Manual,18.24,999,108.62,5,700000
6482,Hyundai,Grand,2,4000,Dealer,Petrol,Manual,18.9,1197,81.86,5,710000
6483,Honda,Civic,10,60000,Individual,Petrol,Automatic,13.9,1799,130.3,5,380000
6484,Maruti,Baleno,4,40000,Individual,Petrol,Manual,21.4,1197,83.1,5,575000
6485,Maruti,Alto,3,7204,Dealer,Petrol,Manual,24.7,796,47.3,5,336000
6486,Maruti,Swift,9,35000,Individual,Petrol,Manual,18.6,1197,85.8,5,395000
6487,Maruti,Celerio,3,5000,Individual,Petrol,Automatic,21.63,998,67.04,5,535000
6488,Maruti,Ciaz,2,13682,Dealer,Petrol,Manual,21.56,1462,103.25,5,850000
6489,Tata,Safari,7,88598,Dealer,Diesel,Manual,14.0,2179,138.1,7,560000
6490,Volkswagen,Polo,8,101840,Dealer,Diesel,Manual,22.07,1199,73.9,5,450000
6491,Maruti,Swift,9,80000,Individual,Diesel,Manual,22.9,1248,74.0,5,340000
6492,Maruti,Alto,13,20000,Individual,Petrol,Manual,19.7,796,46.3,5,150000
6493,Toyota,Innova,4,90000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1750000
6494,Ford,Ecosport,6,73000,Dealer,Diesel,Manual,22.77,1498,98.59,5,650000
6495,Skoda,Octavia,7,86900,Dealer,Diesel,Automatic,19.3,1968,141.0,5,985000
6496,Mercedes-Benz,C-Class,6,18000,Dealer,Diesel,Automatic,14.84,2143,170.0,5,2850000
6497,Hyundai,i20,6,175000,Individual,Diesel,Manual,22.54,1396,88.73,5,450000
6498,Ford,Ecosport,3,29000,Dealer,Diesel,Manual,21.7,1498,98.96,5,1100000
6499,Honda,City,13,71441,Dealer,Petrol,Manual,17.7,1497,78.0,5,327000
6500,Hyundai,i10,5,61450,Dealer,Petrol,Manual,20.36,1197,78.9,5,430000
6501,Hyundai,Grand,5,62214,Dealer,Diesel,Manual,24.0,1120,70.0,5,525000
6502,Maruti,Swift,6,74232,Dealer,Diesel,Manual,25.2,1248,74.0,5,490000
6503,Maruti,Vitara,4,72312,Dealer,Diesel,Manual,24.3,1248,88.5,5,930000
6504,Maruti,Swift,5,58000,Dealer,Diesel,Automatic,28.4,1248,74.0,5,595000
6505,Mahindra,Bolero,7,120000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
6506,Audi,A4,10,130000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1325000
6507,Maruti,Wagon R,5,63200,Dealer,Petrol,Manual,20.51,998,67.04,5,375000
6508,Ford,Ecosport,2,19000,Individual,Diesel,Manual,23.0,1498,98.96,5,1025000
6509,Hyundai,i20,4,19000,Dealer,Petrol,Manual,17.19,1197,81.86,5,759000
6510,Volkswagen,Polo,9,50000,Individual,Diesel,Manual,22.07,1199,73.9,5,380000
6511,Maruti,Ertiga,2,42000,Dealer,Diesel,Manual,24.52,1248,88.5,7,1050000
6512,Ford,Figo,11,104433,Dealer,Petrol,Manual,15.6,1196,70.0,5,285000
6513,Maruti,Wagon R,3,49697,Dealer,Petrol,Automatic,21.79,998,67.05,5,475000
6514,Maruti,Ciaz,6,70000,Individual,Petrol,Manual,20.73,1373,91.1,5,624000
6515,Maruti,Swift,9,120000,Individual,Diesel,Manual,22.9,1248,74.0,5,360000
6516,BMW,X1,7,65180,Dealer,Diesel,Automatic,15.06,1995,177.0,5,1345000
6517,Hyundai,Verna,4,48000,Dealer,Petrol,Manual,17.01,1591,121.3,5,850000
6518,Maruti,Eeco,10,62000,Dealer,Petrol,Manual,15.37,1196,73.0,5,350000
6519,BMW,5,8,60000,Individual,Diesel,Automatic,18.12,1995,190.0,5,1850000
6520,Audi,A6,10,88402,Dealer,Diesel,Automatic,14.57,2967,241.38,5,1650000
6521,Renault,KWID,4,8500,Individual,Petrol,Manual,25.17,799,53.3,5,325000
6522,Maruti,Swift,7,43528,Dealer,Diesel,Manual,28.4,1248,74.0,5,545000
6523,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,260000
6524,Maruti,Swift,5,84000,Dealer,Diesel,Manual,28.4,1248,74.0,5,600000
6525,Mahindra,Thar,3,22600,Dealer,Diesel,Manual,16.55,2498,105.0,6,895000
6526,Hyundai,i20,4,33048,Dealer,Petrol,Manual,18.6,1197,81.83,5,630000
6527,Maruti,Swift,9,55380,Dealer,Diesel,Manual,22.9,1248,74.0,5,425000
6528,Honda,Jazz,2,9812,Dealer,Petrol,Manual,18.7,1199,88.7,5,770000
6529,Hyundai,i20,3,10000,Individual,Petrol,Manual,18.6,1197,81.83,5,800000
6530,BMW,X1,4,60000,Individual,Diesel,Automatic,20.68,1995,190.0,5,2700000
6531,Maruti,Alto,5,50000,Dealer,Petrol,Manual,23.95,998,67.1,5,340000
6532,Maruti,Swift Dzire,5,63328,Dealer,Diesel,Manual,26.59,1248,74.0,5,630000
6533,Audi,A4,8,58000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1495000
6534,Maruti,Alto,3,4600,Individual,Petrol,Manual,22.05,796,47.3,5,280000
6535,Hyundai,Grand,5,71900,Dealer,Diesel,Manual,24.0,1120,70.0,5,490000
6536,Datsun,RediGO,3,30000,Individual,Petrol,Manual,22.5,999,67.0,5,300000
6537,Maruti,Alto,6,20000,Individual,Petrol,Manual,23.95,998,67.05,5,200000
6538,Hyundai,Creta,5,52000,Dealer,Diesel,Manual,19.67,1582,126.2,5,975000
6539,Maruti,Alto,19,82000,Individual,Petrol,Manual,19.7,796,46.3,5,100000
6540,Mahindra,XUV500,7,86436,Dealer,Diesel,Manual,15.1,2179,140.0,7,780000
6541,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2523,75.0,7,700000
6542,Jaguar,XF,8,25000,Dealer,Diesel,Automatic,16.36,2179,187.7,5,2650000
6543,Renault,KWID,2,1100,Dealer,Petrol,Manual,23.01,999,67.0,5,450000
6544,Jeep,Compass,2,10000,Individual,Petrol,Automatic,16.0,1368,160.0,5,2050000
6545,Maruti,Wagon R,3,30000,Individual,Petrol,Manual,20.51,998,67.04,5,440000
6546,Maruti,Baleno,5,120000,Individual,Diesel,Manual,27.39,1248,74.0,5,550000
6547,Maruti,Alto,7,38000,Dealer,Petrol,Manual,22.74,796,47.3,5,265000
6548,Maruti,Wagon R,9,43000,Dealer,Petrol,Manual,20.51,998,67.04,5,299000
6549,Maruti,Swift,6,50000,Individual,Petrol,Manual,20.4,1197,81.8,5,420000
6550,Mercedes-Benz,E-Class,14,52483,Dealer,Diesel,Automatic,11.0,2987,198.5,5,1050000
6551,Mahindra,Scorpio,5,137138,Individual,Diesel,Manual,15.4,2523,75.0,7,710000
6552,Maruti,Ciaz,6,77000,Dealer,Diesel,Manual,28.09,1248,88.5,5,735000
6553,Hyundai,i10,11,67000,Dealer,Petrol,Manual,20.36,1197,78.9,5,320000
6554,Ford,Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,325000
6555,Renault,KWID,5,50000,Individual,Petrol,Manual,25.17,799,53.3,5,330000
6556,Toyota,Innova,9,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,875000
6557,Toyota,Innova,3,80000,Dealer,Diesel,Manual,13.68,2393,147.8,7,1995000
6558,Ford,Figo,10,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,220000
6559,Hyundai,i10,12,52473,Dealer,Petrol,Manual,20.36,1197,78.9,5,338000
6560,Datsun,RediGO,5,35000,Individual,Petrol,Manual,22.7,799,53.64,5,300000
6561,Toyota,Innova,6,52000,Dealer,Diesel,Manual,12.99,2494,100.6,8,1200000
6562,Mercedes-Benz,E-Class,7,30000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2950000
6563,Volkswagen,Vento,7,50000,Dealer,Diesel,Manual,22.27,1498,108.6,5,635000
6564,Ford,Ecosport,2,10370,Dealer,Petrol,Manual,17.0,1497,121.31,5,950000
6565,Ford,Ecosport,7,49000,Dealer,Diesel,Manual,22.7,1498,89.84,5,649000
6566,Hyundai,Creta,4,40000,Individual,Diesel,Manual,19.67,1582,126.2,5,870000
6567,Mahindra,Marazzo,2,70000,Individual,Diesel,Manual,17.3,1497,121.0,8,1200000
6568,Hyundai,Grand,5,65834,Dealer,Petrol,Manual,18.9,1197,82.0,5,550000
6569,Ford,Figo,4,27500,Individual,Diesel,Manual,25.83,1498,99.0,5,580000
6570,Maruti,Baleno,6,70000,Individual,Petrol,Manual,21.4,1197,83.1,5,530000
6571,Ford,Ecosport,5,78000,Dealer,Diesel,Manual,22.77,1498,98.59,5,715000
6572,Maruti,Swift Dzire,8,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,480000
6573,Toyota,Innova,12,194532,Dealer,Diesel,Manual,12.8,2494,102.0,7,625000
6574,Toyota,Innova,14,120000,Individual,Diesel,Manual,12.8,2494,102.0,8,300000
6575,Toyota,Fortuner,4,94926,Dealer,Diesel,Automatic,12.9,2755,174.5,7,2900000
6576,Maruti,Wagon R,4,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,410000
6577,Maruti,Alto,2,8300,Individual,Petrol,Manual,24.7,796,47.3,5,330000
6578,Maruti,Ignis,4,30000,Dealer,Petrol,Manual,20.89,1197,81.8,5,550000
6579,Honda,WR-V,3,78430,Dealer,Diesel,Manual,25.5,1498,98.6,5,800000
6580,Ford,Figo,9,98398,Dealer,Diesel,Manual,20.0,1399,68.0,5,200000
6581,Honda,WR-V,3,16053,Dealer,Diesel,Manual,25.5,1498,98.6,5,920000
6582,Maruti,Swift,10,88000,Dealer,Diesel,Manual,28.4,1248,74.0,5,265000
6583,Toyota,Innova,6,65000,Dealer,Diesel,Manual,12.8,2494,102.0,8,930000
6584,Hyundai,i10,14,78000,Dealer,Petrol,Manual,20.36,1197,78.9,5,225000
6585,Hyundai,Grand,6,54507,Dealer,Petrol,Manual,18.9,1197,82.0,5,485000
6586,Honda,Jazz,4,26000,Individual,Petrol,Automatic,19.0,1199,88.7,5,675000
6587,Honda,Amaze,7,78000,Dealer,Diesel,Manual,24.7,1498,98.63,5,485000
6588,Maruti,Alto,6,38000,Dealer,Petrol,Automatic,23.95,998,67.05,5,350000
6589,Maruti,Swift Dzire,5,38000,Dealer,Diesel,Manual,23.4,1248,74.0,5,625000
6590,Volkswagen,Vento,9,185000,Individual,Diesel,Manual,20.54,1598,103.6,5,425000
6591,Hyundai,Creta,3,49000,Dealer,Diesel,Manual,20.5,1582,126.2,5,1390000
6592,Maruti,Wagon R,11,40000,Individual,Petrol,Manual,17.3,1061,64.0,5,250000
6593,Maruti,Wagon R,15,39056,Dealer,Petrol,Manual,18.9,998,67.1,5,100000
6594,Toyota,Innova,11,150000,Dealer,Diesel,Manual,12.8,2494,102.0,7,850000
6595,Hyundai,i20,8,96000,Individual,Diesel,Manual,21.9,1396,88.8,5,450000
6596,Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198,82.0,6,350000
6597,Maruti,Celerio,5,20675,Dealer,Petrol,Manual,23.1,998,67.04,5,470000
6598,Mahindra,Bolero,8,58000,Individual,Diesel,Manual,15.96,2523,62.1,7,670000
6599,Maruti,Swift Dzire,5,52000,Dealer,Diesel,Manual,26.59,1248,74.0,5,650000
6600,Hyundai,Creta,4,60369,Dealer,Diesel,Automatic,17.01,1582,126.2,5,1350000
6601,Hyundai,Verna,10,170000,Individual,Diesel,Manual,22.32,1582,126.3,5,370000
6602,Hyundai,i20,5,25000,Dealer,Petrol,Manual,18.6,1197,81.83,5,585000
6603,Toyota,Fortuner,9,134213,Dealer,Diesel,Manual,12.55,2982,168.5,7,1475000
6604,Mahindra,Bolero,9,35000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
6605,Hyundai,i20,7,40000,Individual,Diesel,Manual,22.54,1396,88.73,5,400000
6606,Hyundai,i20,4,23000,Individual,Petrol,Manual,18.6,1197,81.83,5,620000
6607,Honda,WR-V,4,65360,Dealer,Diesel,Manual,25.5,1498,98.6,5,760000
6608,Maruti,Swift,4,52920,Dealer,Petrol,Manual,21.21,1197,81.8,5,638000
6609,Volkswagen,Polo,8,50000,Dealer,Diesel,Manual,22.07,1199,73.9,5,300000
6610,Maruti,Swift Dzire,3,20825,Dealer,Petrol,Automatic,21.21,1197,81.8,5,770000
6611,Hyundai,i20,3,90000,Individual,Diesel,Manual,21.19,1396,88.73,5,640000
6612,Renault,KWID,3,48500,Dealer,Petrol,Manual,23.01,999,67.0,5,385000
6613,Hyundai,Elantra,8,89234,Dealer,Petrol,Manual,16.3,1797,147.5,5,685000
6614,Maruti,Swift,8,85000,Dealer,Diesel,Manual,22.9,1248,74.0,5,465000
6615,Honda,WR-V,4,34000,Dealer,Petrol,Manual,17.5,1199,88.7,5,785000
6616,Mercedes-Benz,E-Class,11,78000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1100000
6617,Renault,KWID,5,35000,Individual,Petrol,Manual,25.17,799,53.3,5,310000
6618,Maruti,Swift Dzire,5,35000,Individual,Diesel,Manual,26.59,1248,74.0,5,650000
6619,Maruti,Swift,8,93000,Individual,Diesel,Manual,22.9,1248,74.0,5,451000
6620,Maruti,Ciaz,2,36000,Individual,Petrol,Manual,21.56,1462,103.25,5,930000
6621,Hyundai,Creta,4,45900,Dealer,Diesel,Manual,19.67,1582,126.2,5,1250000
6622,Maruti,Swift Dzire,3,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,608000
6623,Hyundai,Grand,7,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,350000
6624,Hyundai,i20,6,90000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
6625,Honda,City,2,13620,Dealer,Petrol,Manual,17.14,1497,117.6,5,1350000
6626,Maruti,Baleno,3,26000,Individual,Petrol,Manual,21.4,1197,83.1,5,711000
6627,Hyundai,i20,4,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,550000
6628,Maruti,Wagon R,13,86000,Dealer,Petrol,Manual,18.9,998,67.1,5,210000
6629,Maruti,Wagon R,5,110000,Individual,Petrol,Manual,20.51,998,67.04,5,400000
6630,Hyundai,i20,2,31800,Dealer,Diesel,Manual,22.54,1396,88.76,5,730000
6631,Renault,KWID,3,9000,Dealer,Petrol,Automatic,24.04,999,67.0,5,450000
6632,Toyota,Innova,4,25000,Individual,Diesel,Manual,13.68,2393,147.8,8,1850000
6633,Hyundai,i10,6,60000,Individual,Petrol,Manual,19.81,1086,68.05,5,250000
6634,BMW,5,4,25000,Dealer,Diesel,Automatic,14.69,2993,258.0,5,5500000
6635,Hyundai,Grand,7,51000,Dealer,Petrol,Manual,18.9,1197,82.0,5,474000
6636,Mahindra,Bolero,5,35000,Individual,Diesel,Manual,16.5,1493,70.0,7,650000
6637,Hyundai,Grand,7,90598,Dealer,Diesel,Manual,24.0,1120,70.0,5,365000
6638,Hyundai,i20,2,10000,Individual,Diesel,Manual,22.54,1396,88.76,5,800000
6639,Mahindra,Marazzo,2,30000,Individual,Diesel,Manual,17.3,1497,121.0,7,1460000
6640,Ford,Ecosport,7,64000,Dealer,Petrol,Manual,15.8,1499,110.0,5,490000
6641,Hyundai,Grand,4,16905,Individual,Petrol,Automatic,18.9,1197,82.0,5,540000
6642,Honda,Amaze,2,30000,Individual,Petrol,Manual,19.5,1199,88.76,5,610000
6643,Maruti,Swift Dzire,8,60000,Individual,Diesel,Manual,23.4,1248,74.0,5,490000
6644,Maruti,Celerio,5,35232,Dealer,Petrol,Automatic,23.1,998,67.04,5,445000
6645,Maruti,Swift Dzire,3,120000,Individual,Petrol,Manual,19.95,1197,81.8,5,460000
6646,Ford,Ecosport,3,5000,Individual,Petrol,Manual,17.0,1497,121.36,5,850000
6647,Hyundai,Grand,4,25000,Individual,Petrol,Manual,18.9,1197,81.86,5,580000
6648,Renault,Duster,4,50000,Individual,Diesel,Manual,19.87,1461,83.8,5,800000
6649,Hyundai,i20,6,77597,Dealer,Petrol,Manual,20.35,1197,81.86,5,666000
6650,Ford,Ecosport,7,81000,Dealer,Diesel,Manual,22.7,1498,89.84,5,575000
6651,Tata,Harrier,2,68000,Dealer,Diesel,Manual,17.0,1956,138.1,5,1550000
6652,Maruti,Swift Dzire,9,120000,Individual,Diesel,Manual,23.4,1248,74.0,5,325000
6653,Toyota,Fortuner,9,86000,Individual,Diesel,Manual,12.55,2982,168.5,7,1250000
6654,Maruti,Vitara,3,47588,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
